"idnum","measurement.no","Speaker","Word","Iter","Vowel","Phonation","Tone","Duration","h1h2c","h1c","h2c","h4c","h2h4c","h42Kc","h2Kh5Kc","h1a1c","h1a2c","h1a3c","cpp","shr","hnr05","hnr15","hnr25","hnr35","f0","f1","f2","sB1","sB2","energy","soe","a1c","a2c","a3c","h1cz","h2cz","h4cz","a1cz","a2cz","a3cz","h1h2cz","h2h4cz","h42Kcz","h2Kh5Kcz","h1a1cz","h1a2cz","h1a3cz","energyz","hnr05z","hnr15z","hnr25z","hnr35z","cppz","shrz","durationz","norm.soe","H1c_resid"
1001,"01","f8","da7abep",2,"a","rearticulated","L",98,1.767,0.779,-0.987,-4.635,3.647,10.511,19.003,22.362,26.244,14.99,22.58,0.693,41.004,44.077,47.211,48.779,171.028,507.683,1680.543,249.102,280.826,-1.03621217265444,0.038,-21.582,-25.465,-14.211,-0.215884525239686,0.656931139997353,0.206281540884281,-1.14822244701143,-0.915292006132833,-0.119903592276029,-0.977292622457939,0.317820600943763,0.464079354722418,0.111847767715212,1.05752117542865,0.777015481129162,-0.00798736302523446,-0.140468878690602,1.33286775933705,0.288551801193768,0.258449188928872,0.443792672142648,1.10754957634161,1.17542757815438,-0.431935694051191,0.766576057599303,-0.125346654574955
1001,"02","f8","da7abep",2,"a","rearticulated","L",98,1.767,0.779,-0.987,-4.635,3.647,10.511,19.003,22.362,26.244,14.99,22.58,0.382,41.004,44.077,47.211,48.779,167.8,655.662,1878.166,124.103,152.939,-0.906578314837765,0.085,-21.582,-25.465,-14.211,-0.215884525239686,0.656931139997353,0.206281540884281,-1.14822244701143,-0.915292006132833,-0.119903592276029,-0.977292622457939,0.317820600943763,0.464079354722418,0.111847767715212,1.05752117542865,0.777015481129162,-0.00798736302523446,0.183629335758716,1.33286775933705,0.288551801193768,0.258449188928872,0.443792672142648,1.10754957634161,0.221054818904664,-0.431935694051191,0.932042727641137,-0.33424105521379
1001,"03","f8","da7abep",2,"a","rearticulated","L",98,1.767,0.779,-0.987,-4.635,3.647,10.511,19.003,22.362,26.244,14.99,22.58,0.734,41.004,44.077,47.211,48.779,163.926,652.155,1744.8,101.469,232.337,-0.954677021213343,0.082,-21.582,-25.465,-14.211,-0.215884525239686,0.656931139997353,0.206281540884281,-1.14822244701143,-0.915292006132833,-0.119903592276029,-0.977292622457939,0.317820600943763,0.464079354722418,0.111847767715212,1.05752117542865,0.777015481129162,-0.00798736302523446,0.0633775349082676,1.33286775933705,0.288551801193768,0.258449188928872,0.443792672142648,1.10754957634161,1.30124520879502,-0.431935694051191,0.924613187787629,-0.256733908477185
1001,"04","f8","da7abep",2,"a","rearticulated","L",98,2.68,3.21,0.529,-18.073,18.603,3.085,12.445,22.15,34.323,21.114,19.042,0.686,38.139,42.096,44.629,46.081,159.739,612.026,1661.613,214.265,172.579,-0.995678626217357,0.06,-18.94,-31.113,-17.904,0.334715807475971,0.94843557901852,-1.94442457892438,-0.80028228485426,-1.66361797535348,-0.617836459049041,-0.773047473684244,2.5530400409219,-0.58070667004774,-0.601356607106867,1.02865461747344,1.83117262292593,0.757859740033696,-0.0391307695977146,1.00820371667363,0.0991123035000696,0.0133666990135643,0.159843269381961,0.22059764999805,1.15394651926451,-0.431935694051191,0.860173182404386,0.359937170313591
1001,"05","f8","da7abep",2,"a","rearticulated","L",98,0.673,1.308,0.634,-12.575,13.21,5.872,15.193,21.801,29.382,16.953,20.188,0.623,39.327,42.449,45.153,46.924,156.181,477.794,1652.903,281.03,271.582,-1.07058107428571,0.04,-20.493,-28.074,-15.645,-0.0960706313661431,0.968625530269986,-1.06448840935242,-1.00480577911243,-1.26096878617828,-0.313252016579441,-1.22202886863365,1.7470398777899,-0.188595351567477,-0.302502440895969,0.981133727254723,1.18646530300789,0.237498898128371,-0.226394730461737,1.14282880661574,0.132869064068407,0.0631045862000947,0.24856430219414,0.507891857909221,0.96061698925573,-0.431935694051191,0.777040407525967,0.0498499242529333
1001,"06","f8","da7abep",2,"a","rearticulated","L",98,-0.199,-0.084,0.116,-4.598,4.714,11.334,17.345,22.425,24.617,14.239,22.525,0.655,41.682,44.175,47.159,48.754,156.875,459.016,1631.67,297.371,368.385,-1.10237290870956,0.05,-22.509,-24.7,-14.322,-0.41134651089728,0.869021770762753,0.212203264833747,-1.27030440398331,-0.81393411547175,-0.134869892902025,-1.41710200086876,0.477286978481653,0.579869672307368,-0.0684652626987878,1.06609944500968,0.564722663985538,-0.101904929060058,-0.305877644450221,1.40969925006159,0.2979233664507,0.253513368063033,0.441161562035524,1.09376145990609,1.0588161156094,-0.431935694051191,0.822708523517237,-0.214196004175684
1001,"07","f8","da7abep",2,"a","rearticulated","L",98,1.288,-0.022,-1.311,0.411,-1.721,14.182,19.424,23.08,23.348,13.567,24.042,0.732,42.155,44.473,47.617,49.249,155.912,392.778,1616.795,335.584,282.602,-1.09151498112135,0.053,-23.102,-23.37,-13.589,-0.39730405074575,0.594630718992829,1.01387665031682,-1.3483999816363,-0.637717129093659,-0.0360383761555814,-1.08444862055498,-0.484443236566441,0.980563262200367,0.157632922000069,1.15528621605054,0.399142095481998,-0.185943017442749,-0.278731688885629,1.46329998031632,0.326420575089127,0.296986559535229,0.493257542156555,1.47406278050054,1.29510776339791,-0.431935694051191,0.83466854378504,-0.217650209740344
1001,"08","f8","da7abep",2,"a","rearticulated","L",98,3.276,0.303,-2.973,3.372,-6.345,14.161,23.917,22.803,22.816,12.367,24.951,0.785,42.354,45.613,49.296,50.763,155.962,397.647,1644.758,333.266,363.338,-1.09151498112135,0.051,-22.5,-22.513,-12.064,-0.323694380596598,0.275052633469624,1.48777461286731,-1.26911914226513,-0.524169792758303,0.169579718030404,-0.639717672294187,-1.17551402357225,0.977608709746802,0.6462616588216,1.11756906249585,0.329726128229135,-0.33601103241184,-0.278731688885629,1.48585081608945,0.435436742363643,0.456356621722604,0.652597570243908,1.7019427412259,1.45775006642118,-0.431935694051191,0.82677162962552,-0.144040539591192
1001,"09","f8","da7abep",2,"a","rearticulated","L",98,3.162,0.045,-3.116,3.794,-6.91,14.321,26.47,21.733,23.228,11.653,25.195,0.864,42.123,46.497,50.848,52.136,153.377,425.498,1649.383,295.513,413.808,-1.08618614761628,0.045,-21.687,-23.183,-11.608,-0.382129134130386,0.247555842717628,1.55531427520986,-1.16205050039012,-0.61294075582095,0.231062898980442,-0.665220352425842,-1.25995498262465,1.00011958558349,0.923908924591769,0.971874642627581,0.383484358507669,-0.42530150131845,-0.265409047307437,1.45967371526737,0.519972086109847,0.603671890641488,0.797098137327089,1.76311183959442,1.70017915960679,-0.431935694051191,0.801117904152837,-0.211062274179878
1001,"10","f8","da7abep",2,"a","rearticulated","L",98,3.162,0.045,-3.116,3.794,-6.91,14.321,26.47,21.733,23.228,11.653,25.195,0.955,42.123,46.497,50.848,52.136,152.11,425.498,1649.383,295.513,413.808,-1.08618614761628,0.029,-21.687,-23.183,-11.608,-0.382129134130386,0.247555842717628,1.55531427520986,-1.16205050039012,-0.61294075582095,0.231062898980442,-0.665220352425842,-1.25995498262465,1.00011958558349,0.923908924591769,0.971874642627581,0.383484358507669,-0.42530150131845,-0.265409047307437,1.45967371526737,0.519972086109847,0.603671890641488,0.797098137327089,1.76311183959442,1.97943292517504,-0.431935694051191,0.711678069538176,-0.211062274179878
1003,"01","f8","da7abep",3,"a","rearticulated","L",93,4.84,-1.375,-6.215,2.309,-8.525,20.509,15.691,17.596,21.656,17.082,19.385,0.605,37.272,44.166,45.38,46.677,166.311,359.25,1837.471,254.054,198.389,-1.30980391997149,0.034,-18.972,-23.031,-18.458,-0.703746769858989,-0.348336147075641,1.31764508426509,-0.804496548741099,-0.592801671663454,-0.692533130641851,-0.289838797505514,-1.50132161779212,1.87072770856729,-0.248343279770413,0.408568273473335,0.178368004143946,0.253631209737549,-0.824476886219889,0.909954598003752,0.297062712498533,0.0846513426721225,0.222568934335767,0.306585357950521,0.905379980681791,-0.573645909055856,0.743933080326126,-0.172338087833036
1003,"02","f8","da7abep",3,"a","rearticulated","L",93,4.84,-1.375,-6.215,2.309,-8.525,20.509,15.691,17.596,21.656,17.082,19.385,0.316,37.272,44.166,45.38,46.677,164.66,258.245,1905.848,353.382,155.175,-1.24412514432751,0.078,-18.972,-23.031,-18.458,-0.703746769858989,-0.348336147075641,1.31764508426509,-0.804496548741099,-0.592801671663454,-0.692533130641851,-0.289838797505514,-1.50132161779212,1.87072770856729,-0.248343279770413,0.408568273473335,0.178368004143946,0.253631209737549,-0.660273071939114,0.909954598003752,0.297062712498533,0.0846513426721225,0.222568934335767,0.306585357950521,0.0185191208002234,-0.573645909055856,0.914278080230611,-0.278174083952531
1003,"03","f8","da7abep",3,"a","rearticulated","L",93,4.84,-1.375,-6.215,2.309,-8.525,20.509,15.691,17.596,21.656,17.082,19.385,0.866,37.272,44.166,45.38,46.677,161.995,266.405,1899.98,309.562,164.586,-1.2839966563652,0.074,-18.972,-23.031,-18.458,-0.703746769858989,-0.348336147075641,1.31764508426509,-0.804496548741099,-0.592801671663454,-0.692533130641851,-0.289838797505514,-1.50132161779212,1.87072770856729,-0.248343279770413,0.408568273473335,0.178368004143946,0.253631209737549,-0.759956025732593,0.909954598003752,0.297062712498533,0.0846513426721225,0.222568934335767,0.306585357950521,1.7063166050039,-0.573645909055856,0.903405848323316,-0.213924390624295
1003,"04","f8","da7abep",3,"a","rearticulated","L",93,3.78,-2.033,-5.813,11.771,-17.585,29.103,18.129,13.75,17.866,15.178,18.928,0.795,34.014,42.03,44.296,46.15,158.03,311.019,1873.675,250.601,239.622,-1.29242982390206,0.059,-15.783,-19.9,-17.211,-0.852778040499426,-0.271037476570028,2.83200594939603,-0.384518813268268,-0.177963036813977,-0.524398203789442,-0.526968981185817,-2.85536602312789,3.07984312694525,0.0167973524065052,-0.115114659997111,-0.316155521961976,0.0155232926532566,-0.781039827348019,0.540755487707962,0.092800841184177,-0.0182415384542114,0.167105133277619,0.192018645022593,1.4884372934067,-0.573645909055856,0.856714535232989,-0.349366298826787
1003,"05","f8","da7abep",3,"a","rearticulated","L",93,6.658,-2.326,-8.985,8.371,-17.356,26.909,16.514,11.268,20.256,16.291,18.779,0.768,36.41,43.734,45.497,46.624,156.029,347.784,1817.162,242.583,233.342,-1.31875876262441,0.052,-13.594,-22.583,-18.617,-0.919139989280046,-0.880966289614316,2.28784753241809,-0.0962368242591667,-0.533444370988728,-0.713971345052062,0.11686183827825,-2.82114128043232,2.7711627420347,-0.158839284576974,-0.453071248887814,-0.00430559388990401,0.154711376537089,-0.846864930233763,0.812272083247776,0.255751322794506,0.0957569396202597,0.216990980908667,0.154665384133619,1.40558178054579,-0.573645909055856,0.830757338510873,-0.373301307867332
1003,"06","f8","da7abep",3,"a","rearticulated","L",93,6.787,-2.172,-8.959,3.529,-12.487,22.658,14.122,13.48,21.693,18.001,18.872,0.79,38.861,45.505,46.599,47.392,155.394,407.049,1813.96,243.961,123.245,-1.32790214206428,0.059,-15.652,-23.865,-20.173,-0.884260330193986,-0.875966873113953,1.51290192800423,-0.36726667048152,-0.703301646580242,-0.923769216890352,0.145720134216702,-2.09345450233299,2.17307690964877,-0.418977263316592,-0.151878672487235,0.183195806377698,0.368558297868045,-0.869724335950786,1.09002132184047,0.425108894937636,0.20035837412323,0.297818683399478,0.177979835560965,1.47309367991394,-0.573645909055856,0.856714535232989,-0.32368783772239
1003,"07","f8","da7abep",3,"a","rearticulated","L",93,4.156,-1.27,-5.426,-0.767,-4.659,17.769,12.763,19.609,22.039,17.837,19.666,0.86,39.38,45.822,46.232,47.283,154.802,429.484,1813.998,215.899,124.719,-1.32790214206428,0.065,-20.879,-23.309,-19.108,-0.679965184118494,-0.196623084814625,0.825341763493291,-1.05564033724743,-0.629634996635717,-0.780173629803091,-0.442854878295446,-0.923536223638904,1.48522895986406,-0.566773046388139,0.682664411038599,0.228342281320349,0.348049002488935,-0.869724335950786,1.14883480810305,0.455423039697304,0.165522869166252,0.286347043332422,0.377030098284761,1.68790426881259,-0.573645909055856,0.876657560338262,-0.119392691646897
1003,"08","f8","da7abep",3,"a","rearticulated","L",93,3.382,-0.362,-3.744,-3.268,-0.476,14.097,15.969,23.896,22.833,17.017,20.165,0.347,36.151,42.924,44.071,45.913,153.945,415.407,1796.965,239.953,201.974,-1.33724216831843,0.07,-24.258,-23.195,-17.379,-0.474311090286401,0.126800705708859,0.425065233828055,-1.50064026454837,-0.614530683517595,-0.547049902034194,-0.616004653926157,-0.298374220601425,0.968604359412128,-0.218109852475424,1.26639523157625,0.331944307633832,0.245502525593389,-0.893075379288232,0.782922000507872,0.178292467099455,-0.0395984556621682,0.142162209462096,0.50212591830891,0.11364952445534,-0.573645909055856,0.891937587129816,0.101312093564521
1003,"09","f8","da7abep",3,"a","rearticulated","L",93,3.928,-0.019,-3.946,-4.41,0.464,13.719,17.918,23.394,24.995,17.84,20.326,0,35.434,42.09,43.542,45.398,151.484,435.161,1776.803,174.417,382.954,-1.33724216831843,0.074,-23.413,-25.014,-17.859,-0.39662457686745,0.0879590852060389,0.242292024360761,-1.38935735878652,-0.855537223533946,-0.61176903987634,-0.493860238558756,-0.157888377222216,0.915422415247959,-0.00614960140372051,1.19804140094646,0.614044535454678,0.348424172526358,-0.893075379288232,0.70167099925493,0.0985385341986254,-0.089810941008875,0.0879613412553679,0.54248749551109,-0.951197251942252,-0.573645909055856,0.903405848323316,0.178998606983472
1003,"10","f8","da7abep",3,"a","rearticulated","L",93,3.928,-0.019,-3.946,-4.41,0.464,13.719,17.918,23.394,24.995,17.84,20.326,0,35.434,42.09,43.542,45.398,147.965,435.161,1776.803,174.417,382.954,-1.33724216831843,0.042,-23.413,-25.014,-17.859,-0.39662457686745,0.0879590852060389,0.242292024360761,-1.38935735878652,-0.855537223533946,-0.61176903987634,-0.493860238558756,-0.157888377222216,0.915422415247959,-0.00614960140372051,1.19804140094646,0.614044535454678,0.348424172526358,-0.893075379288232,0.70167099925493,0.0985385341986254,-0.089810941008875,0.0879613412553679,0.54248749551109,-0.951197251942252,-0.573645909055856,0.787006261946324,0.178998606983472
1005,"01","f8","dam",1,"a","modal","H",150,2.598,3.236,0.638,7.682,-7.044,13.448,27.081,19.551,15.195,6.18,22.05,0.793,34.943,37.236,42.139,44.379,171.942,711.705,1757.379,83.495,88.465,-0.583359492661719,0.073,-16.315,-11.959,-2.944,0.340604581087903,0.969394671270042,2.17757542968345,-0.454580950386972,0.874171616440476,1.39924333703118,-0.7913915067614,-1.27998168795743,0.877294619299573,0.990357212639388,0.674766956503683,-0.664670650782271,-1.10973670625665,0.99171022533469,0.646030494910169,-0.365640830670236,-0.222983184754489,-0.0192827067109556,0.97468227250835,1.48229984800959,1.04185054199732,0.900597170047585,-0.298592748279334
1005,"02","f8","dam",1,"a","modal","H",150,2.598,3.236,0.638,7.682,-7.044,13.448,27.081,19.551,15.195,6.18,22.05,0.869,34.943,37.236,42.139,44.379,166.954,728.983,1770.585,155.123,67.174,-0.625251653989896,0.077,-16.315,-11.959,-2.944,0.340604581087903,0.969394671270042,2.17757542968345,-0.454580950386972,0.874171616440476,1.39924333703118,-0.7913915067614,-1.27998168795743,0.877294619299573,0.990357212639388,0.674766956503683,-0.664670650782271,-1.10973670625665,0.886975436795997,0.646030494910169,-0.365640830670236,-0.222983184754489,-0.0192827067109556,0.97468227250835,1.71552277309956,1.04185054199732,0.911612523294116,-0.231086943241192
1005,"03","f8","dam",1,"a","modal","H",150,3.094,6.739,3.644,-9.361,13.005,12.159,7.055,25.553,29.994,20.824,23.133,0.422,34.04,37.724,42.429,44.746,162.97,667.752,1751.383,367.501,94.679,-0.749579997691106,0.055,-18.815,-23.256,-14.086,1.13400357964938,1.54740413281201,-0.550098658715043,-0.783820316546294,-0.622612815975537,-0.103049650129637,-0.680432477416654,1.71640200769125,0.695941375840277,-1.18753708595576,1.49201733785824,1.26631976157697,0.721593303082833,0.576141563009835,0.54370182806023,-0.31897426081939,-0.195456491464234,0.0193419896616067,1.24618281977519,0.34380372684675,1.04185054199732,0.842278232930611,0.762657052200733
1005,"04","f8","dam",1,"a","modal","H",150,2.523,4.688,2.166,-6.988,9.153,8.373,17.828,25.734,22.981,16.187,22.92,0.838,36.469,38.092,41.212,43.067,163.4,448.051,1673.746,441.791,106.067,-0.821023052706831,0.048,-21.046,-18.293,-11.499,0.669469938185038,1.26320653329138,-0.170308092983093,-1.07763352690687,0.0349547805616564,0.245759536532097,-0.808169585795383,1.14070895588623,0.16327777635471,-0.0159374016071342,1.51666284252754,0.35125551656884,0.141705481906435,0.397526446902247,0.81895800943177,-0.283783076997441,-0.310973683651271,-0.157363365132757,1.19278520521578,1.62039236944444,1.04185054199732,0.814337671692344,0.41324807344929
1005,"05","f8","dam",1,"a","modal","H",150,7.711,3.589,-4.122,6.877,-10.998,14.053,26.78,18.687,14.908,9.154,21.842,0.294,34.416,36.973,40.29,42.621,163.834,315.334,1618.069,550.193,109.774,-0.826813731587726,0.053,-15.098,-11.319,-5.565,0.420556007434521,0.0541168812035816,2.04873792213426,-0.294307226940615,0.958967760261512,1.04584987810563,0.352426067915381,-1.87091894829933,0.962413868557039,0.95762245862575,0.557122116535284,-0.70211873837921,-0.737818142491583,0.383049143539097,0.586310442385343,-0.3907910517169,-0.398489584387876,-0.204302369443826,0.922538123079446,-0.0489927785679237,1.04185054199732,0.83466854378504,0.173665349950409
1005,"06","f8","dam",1,"a","modal","H",150,5.028,2.382,-2.645,14.489,-17.134,16.031,32.82,15.565,9.027,1.555,23.083,0,38.769,40.742,44.376,46.54,165.666,254.625,1549.692,522.732,103.858,-0.853871964321762,0.056,-13.183,-6.645,0.827,0.147181017065209,0.338122195474204,3.26701258979191,-0.0421098724625743,1.57824459810452,1.90769306370354,-0.247781746060329,-2.78796270891085,1.24070457108806,1.6144926056104,0.132021201742062,-1.46947833126283,-1.68812384728336,0.315400729282565,1.07959580982475,-0.0303683021926451,-0.0106479678913825,0.208150450948734,1.23364816847016,-0.951197251942252,1.04185054199732,0.845981752441022,-0.0561075027943663
1005,"07","f8","dam",1,"a","modal","H",150,0.955,1.944,0.989,16.517,-15.528,17.403,32.233,18.645,7.123,-1.458,21.666,0,35.234,36.392,42.202,44.196,169.147,263.528,1516.21,419.442,126.069,-0.87942606879415,0.062,-16.701,-5.179,3.402,0.0479778308334282,1.03688679402494,3.59158708085992,-0.505415508521971,1.77248076504458,2.25488427191922,-1.15894329146587,-2.54794115096722,1.43373533138764,1.55065439761703,0.551403270147931,-1.71791442458887,-2.06491962153492,0.251512793130389,0.67900684269902,-0.44635104574014,-0.217003247936262,-0.0385424326950941,0.878416150485759,-0.951197251942252,1.04185054199732,0.86692355457299,-0.114132331554362
1005,"08","f8","dam",1,"a","modal","H",150,-1.069,1.407,2.476,17.052,-14.576,15.799,34.144,17.115,8.226,-1.845,21.143,0.642,34.035,35.167,41.63,43.86,171.625,243.144,1439.406,476.981,243.746,-0.910094888560602,0.063,-15.709,-6.819,3.252,-0.0736479933822476,1.3228149607957,3.67721200823733,-0.374773328029953,1.55519064650318,2.23465954134355,-1.61172771766297,-2.40566187128955,1.20806380112487,1.75848202193618,0.343073866037223,-1.57399372556648,-2.11331655636245,0.174837533341151,0.543135224146332,-0.563495611451792,-0.271297277460489,-0.0739045525348236,0.747303697835198,1.01892272052822,1.04185054199732,0.870218794168878,-0.18633785129624
1005,"09","f8","dam",1,"a","modal","H",150,0.132,2.017,1.885,14.5,-12.614,11.286,36.809,16.211,13.23,-0.35,20.921,0.459,32.107,36.13,43.153,45.889,169.386,273.281,1497.643,271.983,731.209,-0.928117992693875,0.068,-14.193,-11.212,2.368,0.0645116952053916,1.20917437803745,3.26877310231743,-0.17512257639094,0.973144615556592,2.11546846248426,-1.34305474539878,-2.11243503649167,0.573116409556362,2.04830966129282,0.219982505699916,-0.921066093736925,-1.92635682104679,0.129777886372316,0.32465275494735,-0.471405638569898,-0.126734677870632,0.139636343759259,0.691649846040887,0.457346466693179,1.04185054199732,0.885958797821433,-0.0191353987348906
1005,"10","f8","dam",1,"a","modal","H",150,2.416,2.91,0.494,10.002,-9.508,9.59,34.481,16.71,19.183,3.268,19.576,0,26.038,32.893,40.846,44.422,172.971,240.905,1791.986,115.364,732.463,-0.920818753952375,0.059,-13.8,-16.273,-0.358,0.266768419645985,0.941705595268031,2.54888352597427,-0.123366148030695,0.302592609496803,1.74791769215574,-0.832106311883867,-1.6482339412408,0.334501125687498,1.79513189603118,0.287927847302036,-0.144311858668705,-1.47390175591498,0.148026747301107,-0.363091075741769,-0.780954176699379,-0.345714268976214,-0.0147571973267046,0.354467725935716,-0.951197251942252,1.04185054199732,0.856714535232989,0.171359197140637
1006,"01","f8","dam",2,"a","modal","H",145,5.973,1.714,-4.259,0.016,-4.276,7.568,24.993,17.41,13.993,11.006,20.379,0.538,34.585,36.521,39.602,41.348,163.779,649.409,1699.107,86.924,136.637,-0.87942606879415,0.026,-15.696,-12.279,-9.292,-0.00411516650289473,0.0277738019516687,0.950658245991444,-0.373061283325924,0.831773544529958,0.543332739068798,-0.0363779502321343,-0.86629571511312,0.050019932301387,0.76328024792019,0.383241953757915,-0.821508982808477,-0.506213172722618,0.251512793130389,0.605461654675088,-0.434015005759077,-0.463794291228206,-0.338278496098517,0.555774225894417,0.699775559878798,0.900140326992659,0.689632078090227,-0.166225328890685
1006,"02","f8","dam",2,"a","modal","H",145,5.973,1.714,-4.259,0.016,-4.276,7.568,24.993,17.41,13.993,11.006,20.379,0.542,34.585,36.521,39.602,41.348,159.376,613.737,1699.269,124.785,137.149,-0.673664139071249,0.046,-15.696,-12.279,-9.292,-0.00411516650289473,0.0277738019516687,0.950658245991444,-0.373061283325924,0.831773544529958,0.543332739068798,-0.0363779502321343,-0.86629571511312,0.050019932301387,0.76328024792019,0.383241953757915,-0.821508982808477,-0.506213172722618,0.765939156335155,0.605461654675088,-0.434015005759077,-0.463794291228206,-0.338278496098517,0.555774225894417,0.712050450673007,0.900140326992659,0.805617935435135,-0.497793915274489
1006,"03","f8","dam",2,"a","modal","H",145,0.19,2.85,2.659,-5.524,8.184,9.123,15.771,19.976,21.566,15.022,19.949,0.723,31.244,34.947,38.148,40.492,154.025,427.018,1687.363,256.837,176.675,-0.777283528852417,0.038,-17.126,-18.717,-12.173,0.253178942079987,1.35800316154826,0.0640001195038749,-0.561386200769056,-0.0212226647197802,0.15488308047875,-1.3300796976125,0.995888974785752,0.268797506839173,-0.239643012922934,0.732636235423324,0.166624701413198,-0.00398554929272535,0.506879835136096,0.226856919408595,-0.584533819171435,-0.601807436207623,-0.4283677061664,0.447976224671203,1.26748925911094,0.900140326992659,0.766576057599303,-0.0735256019008443
1006,"04","f8","dam",2,"a","modal","H",145,2.511,2.373,-0.137,2.308,-2.446,12.128,21.597,21.636,14.67,12.822,21.287,0.173,34.939,37.264,39.845,42.021,151.537,386.762,1641.938,442.424,144.882,-0.826813731587726,0.049,-19.263,-12.297,-10.448,0.145142595430309,0.820373602509221,1.31748503767186,-0.842820010962044,0.829388652984991,0.387467482098962,-0.810854078440821,-0.592796679598277,0.691579893646919,0.393953920244713,0.95866683073298,-0.733173250044965,-0.279110243402727,0.383049143539097,0.64557721177905,-0.362963240596826,-0.440728820643613,-0.267449012014772,0.783403493593669,-0.420308225092732,0.900140326992659,0.81856495465472,-0.101748062053803
1006,"05","f8","dam",2,"a","modal","H",145,4.576,2.532,-2.045,0.056,-2.101,6.373,25.897,21.775,12.463,13.242,22.73,0,36.955,37.721,40.321,41.888,150.758,356.307,1598.646,855.998,221.485,-0.829738284605043,0.047,-19.243,-9.932,-10.711,0.181154710980202,0.453493345482581,0.957060109720596,-0.840186096032769,1.14273690319866,0.352006787822953,-0.348897635705137,-0.54123538601761,-0.118108171603856,0.861593263296701,0.977593489014934,-1.02114512923118,-0.226586438163544,0.37573745485731,0.874031909862633,-0.319261145470113,-0.39554707579478,-0.281446517784666,1.14515353025669,-0.951197251942252,0.900140326992659,0.810023222142661,-0.0610232675789892
1006,"06","f8","dam",2,"a","modal","H",145,7.459,2.584,-4.876,-0.477,-4.399,3.577,26.01,16.311,10.592,11.926,19.04,0,32.474,33.173,34.507,35.099,151.537,329.176,1577.655,520.808,152.737,-0.856985199745905,0.053,-13.727,-8.008,-9.342,0.192932258204066,-0.090866197306946,0.871755275529644,-0.113752358538843,1.39765531056066,0.536591162210241,0.296051722361196,-0.884678437172314,-0.511485726849933,0.873882390218766,0.233598806622185,-1.26527534488928,-0.391161027912982,0.307617314832677,0.366241482227447,-0.754178275965287,-0.947409816448381,-0.995950778474917,0.220096263945849,-0.951197251942252,0.900140326992659,0.83466854378504,-0.00533953640388807
1006,"07","f8","dam",2,"a","modal","H",145,10.1,2.436,-7.664,1.075,-8.739,3.828,29.458,12.011,9.106,9.747,19.753,0,32.58,34.983,38.18,39.861,152.357,317.444,1533.862,299.753,81.768,-0.943095148663527,0.04,-9.575,-6.671,-7.311,0.159411546874606,-0.626957474345872,1.12014758822075,0.433048380778558,1.57479975476179,0.810434014204822,0.886863812077874,-1.53330456511462,-0.476171790381132,1.2488638913451,-0.351902133035359,-1.45917032108807,-0.663659531761024,0.0923334286585165,0.37825348520208,-0.581091203362766,-0.598770007982492,-0.494776925270178,0.398840391555505,-0.951197251942252,0.900140326992659,0.777040407525967,0.0998989195948725
1006,"08","f8","dam",2,"a","modal","H",145,9.775,0.881,-8.895,1.738,-10.633,6.589,30.452,11.803,10.839,6.883,20.158,0.507,35.953,38.27,42.398,44.52,155.825,348.919,1520.363,293.018,145.805,-1.1249387366083,0.035,-10.923,-9.958,-6.003,-0.192782413377491,-0.86366061711306,1.22625847953144,0.255522514545452,1.13929205985594,0.98679366482467,0.814158802930611,-1.81636859422124,-0.0877184892243312,1.35696470692503,-0.380224038953678,-1.23304650295045,-1.02182186082059,-0.362294576359283,0.76048448551752,-0.266761254387911,-0.19839900005733,-0.00444324570678279,0.500371067126207,0.604645156223682,0.900140326992659,0.749827650116444,0.0407310865714826
1006,"09","f8","dam",2,"a","modal","H",145,6.857,-0.905,-7.762,0.859,-8.621,10.887,25.329,17.515,17.55,7.932,19.624,0.88,36.969,38.8,43.323,45.222,160.373,505.541,1487.016,425.898,373.164,-1.27572413039921,0.024,-18.42,-18.455,-8.838,-0.597295862258677,-0.645801428847241,1.08557752408332,-0.731800496693121,0.0134907566569567,0.604546256944494,0.16137967464842,-1.51566910817978,0.516979912938628,0.799821368679602,0.397539069726297,-0.357387562661045,-0.890637404401775,-0.739273844860105,0.875618400821547,-0.216078299426952,-0.11059834042462,0.0694383261012236,0.36650099118854,1.74927872278363,0.900140326992659,0.673528488959907,-0.120803984657887
1006,"10","f8","dam",2,"a","modal","H",145,3.735,-1.433,-5.168,-4.204,-0.964,10.05,21.624,24.007,25.125,11.499,19.624,0.705,36.969,38.8,43.323,45.222,161.407,686.869,1726.432,479.404,763.157,-1.27572413039921,0.017,-25.44,-26.558,-12.933,-0.716883264839453,-0.147013490311023,0.275261622565895,-1.6563046368685,-1.0601079205022,0.052411112228685,-0.537035828606207,-0.371307296738716,0.399219893717968,0.396890260305737,1.28150932559997,0.631007083843535,-0.44456022990615,-0.739273844860105,0.875618400821547,-0.216078299426952,-0.11059834042462,0.0694383261012236,0.36650099118854,1.212252250537,0.900140326992659,0.604791184421631,-0.240391387238664
